Physician _MICU - Resident/Attending Progress Note,1
General_Cardiology fellow Addendum,1
Radiology_DIG DIAGNOSTIC MAMMO BILATERAL,181
Radiology_HEPATIC VENOGRAM NO PRESSURES,3
Radiology_B HUMERUS (AP & LAT) BILAT,24
Physician _Cardiology,15
Radiology_C-SPINE TRAUMA W/FLEX & EXT 5 VIEWS,32
Radiology_MR ANKLE W/O CONTRAST,2
Radiology_L BREAST CORE BIOSPY UNDER US LEFT,7
Physician _MICU Resident / Attending Admission Note,1
Radiology_L TIB/FIB (AP & LAT) LEFT,522
Radiology_CERVICOCEREBRAL A-GRAM,4
Radiology_OL HUMERUS (AP & LAT) IN O.R. LEFT,6
Physician _Physician Fellow Progress Note/Attendign progress,1
Radiology_RO HIP UNILAT MIN 2 VIEWS RIGHT IN O.R.,32
Physician _Cardiology Physician Note,573
Physician _Attending  Note,12
Physician _ICU Note - SOB,1
"Radiology_SEL CATH ART, 1ST ORDER",8
Radiology_HIP 1 VIEW,71
Radiology_PO ABDOMEN (SUPINE ONLY) PORT IN O.R.,1
Radiology_CAROTID/CEREBRAL BILAT A-GRAM,2
Case Management _Discharge Plan - Final Update,1
Physician _MICU staff admit note,8
Physician _Physician Admission Note - MICU,43
Physician _Physician Resident and attg Admission Note - MICU,2
Radiology_GALLBLADDER SCAN WITH EF,2
Physician _Physician Resident/Attending Progess Note,1
Radiology_HEB REB PRO FEE ONLY,112
Radiology_EA 1ST ORDER ABD/PEL/LOWER EXT A-GRAM,159
Radiology_PUNC ASP ABSECC/HEMATOMA/BULA/CYST,25
General_PGYI progess note,1
"Radiology_R HAND, AP & LAT. VIEWS RIGHT",11
Radiology_CTU (ABD/PEL) W/&W/O CONTRAST,56
Social Work_Social work,1
"Radiology_BP HAND (AP, LAT & OBLIQUE) BILAT PORT",10
Radiology_L MR KNEE W/O CONTRAST LEFT,83
Physician _ICU Physician Progress Note,4
Physician _Cardiology fellow brief note,1
Physician _ICU Procedure - Failed Lines,1
Physician _Resident Admission Note/Attending Addendum,2
Radiology_B VENOUS DUP EXT UNI (MAP/DVT) BILAT,6
Radiology_L CT LOW WXT W/C LEFT,43
"Radiology_L-SPINE (WITH FLEX, EXT & OBL)",6
Radiology_FLUORO GUID FOR SPINE INJ,1
Radiology_PO C-SPINE SGL 1 VIEW PORT IN O.R.,1
Radiology_B KNEE (2 VIEWS) BILAT,98
Radiology_CARDIAC PERFUSION PHARM,23
Physician _Critical Care admission note,1
"Radiology_LP WRIST, AP & LAT VIEWS LEFT PORT",4
Radiology_EXTRA CHARGE,12
Radiology_PARATHYROID SCAN,39
General_Arterial line placement,2
Radiology_OR TIB/FIB (AP & LAT) IN O.R. RIGHT,23
Radiology_CVL/PICC,622
Radiology_THORACOLUMBAR (AP & LAT),4
Physician _Cardiology Fellow CCU admission note,2
"Radiology_P BILAT HIPS (AP,LAT & AP PELVIS) PORT",8
"Radiology_US LOWER EXTREMITY, SOFT TISSUE",1
Radiology_CT PELVIS W/O CONTRAST W/ONC TABLES,2
Radiology_NEONATAL HEAD,8
General_Speech & Swallowing Follow-Up Note,1
Physician _Physician Resident and attending Progress Note,3
"Radiology_RO ANKLE (AP, MORTISE & LAT) RIGHT IN O.R.",6
Radiology_PR HIP 1 VIEW PORT RIGHT,1
"Radiology_CONVERT G TO GJ, ALL INCL.",52
Radiology_P CHEST (PRE-OP PA & LAT) PORT,16
Physician _MICU attending Progress Note,6
Physician _Physician Attending/Resident Progress Note - CCU,2
Physician _MICU Attending - Family Meeting,1
Radiology_MR BRACHIAL PLEXUS W/O CONTRAST,18
Physician _Resident Note,3
Physician _cardioversion,1
Radiology_MRA CHEST,3
Radiology_REVISN HEPATIC SHUNT TIPS,60
Radiology_CAROTID/CEREBRAL BILAT,84
Physician _Attending critical care,1
Radiology_CT SPINAL DRAINAGE,1
General_MICU staff admission note,2
"Radiology_C-SPINE, NON-TRAUMA",29
Radiology_L MR LEG ANGIOGRAM LEFT,2
Radiology_FNA ANY LOCATION,6
Radiology_INTRO CATH OR STENT TO URETHER,11
Physician _CCU ADMISSION NOTE,2
"Radiology_P GB DRAINAGE,INTRO PERC TRANHEP BIL US PORT",13
Physician _Fellow Admission Note/ Addendum,4
Physician _Bronchoscopy Procedure Note,9
"Radiology_C-SPINE, TRAUMA (WITH OBLS)",3
Respiratory _general,2
Radiology_R VENOUS DUP EXT UNI (MAP/DVT) RIGHT,166
General_ICU Attending Admit Note,2
General_Cardiology Fellow Addendum to Resident H&P,1
"Radiology_C-SPINE (AP, FLEX & EXT) 3 VIEWS",50
Physician _ICU Fellow/Attending Progress Note - MICU,7
Physician _EP Consult,16
"Radiology_OL ANKLE (AP, MORTISE & LAT) IN O.R. LEFT",1
Radiology_EXERCISE MIBI MIBI,4
Physician _Cardiology Fellow Admit,4
"Radiology_L FNA, BREAST ONLY LEFT",1
Radiology_P EMERG BILAT LOWER EXT VEINS PORT,20
Radiology_SECONDARY THROMBECTOMY ARTERIAL/BPG,1
Radiology_PROSTATE BX- SANDA,1
Radiology_MR ORBIT W &W/O CONTRAST,31
General_Accept Note,3
Radiology_OB LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. BILAT,8
Radiology_MR PROSTATE W & W/O CONTRAST,13
Physician _Cardiology Resident Progress Note - CCU,12
Radiology_CT LUNG/MEDIASTINAL BX,69
Radiology_INT/SHTH EP FXD CURVE/PEEL AWY,2
General_MICU attending Progress Note,1
Radiology_CT TRACHEA W/O C W/RECONS,92
Physician _Fellow / Attending Notes,7
Radiology_ART EXT (REST ONLY),671
Radiology_CT L-SPINE W/O CONTRAST,648
Physician _ICU attending,48
General_Cardiology Addendum to Admission Note,1
Radiology_MRV ABDOMEN W/O CONTRAST,4
Radiology_AORTO-ILIAC A-GRAM,7
Radiology_BONE SCAN,755
Radiology_P ART DUP EXT LO UNI;F/U PORT,39
Radiology_BP US EXTREMITY NONVASCULAR BILAT PORT,1
Radiology_EMBO EXTRACRAINIAL,20
Physician _Resident Daily Progress note,2
Radiology_R ART DUP EXT LO UNI;F/U RIGHT,103
Radiology_GASTROSTOMY TUBE CHANGE,9
Radiology_CT HEPATIC DRAINAGE,49
Radiology_INJ EPIDURAL BLOOD/CLOT PATCH,1
Radiology_R US MSK INJ AUT NERVE GANGLION RIGHT,1
Radiology_B MR THIGH W/O CONTRAST BILAT,3
Radiology_P CTA ABD W&W/O C & RECONS PORT,6
Radiology_MR BREAST CAD,1
Radiology_EXCH CENTRAL TUNNELED W/O PORT,169
Radiology_R CT FOOT/ANKLE ARTHROGRAM RIGHT,2
Physician _Cardioversion note,1
Physician _micu attending progress note,7
Pharmacy_Resident Progress Note,1
Radiology_OB F/U WITH MEASUREMENT',4
Radiology_O PELVIS & SACRO-ILIAC IN O.R.,1
"Radiology_PL HAND, AP & LAT. VIEWS PORT LEFT",1
Radiology_CT TRACHEA W/O C W/3D REND,210
"Radiology_P CTA CHEST W&W/O C&RECONS, NON-CORONARY PORT",10
Radiology_GUIDANCE FOR NEEDLE PLACEMENT,3
Radiology_DISCONTINUED PROCEDURE AFTER ANESTHESIA,2
General_EP Consult Follow-up,2
Physician _Physician Fellow Progress Note -MICU attending add,4
Radiology_INSERT ABD PORT,12
Radiology_OPR ANKLE 1 VIEW IN O.R. PORT RIGHT,1
Radiology_TRAUMA #3 (PORT CHEST ONLY),707
Radiology_INTRAOPERTIVE US GUIDANCE,1
Radiology_ERCP S/P DUODENAL/ENTERAL STENT PLACEMENT,13
Radiology_RP 3' FILM ORTHO AP LOWER EXT RIGHT PORT,1
Consult_Cardiology follow-up,2
Radiology_CT COLON TECH ABD/PEL W&W/O C,4
Physician _Brief EP Admit Note,3
Radiology_R PUNC ASP ABSECC/HEMATOMA/BULA/CYST RIGHT,10
Radiology_R MRHAND W/O&W/CONTRAST RIGHT,1
Rehab Services_Deferred Bedside Swallowing Evaluation,30
General_Electrophysiology F/U,1
Radiology_NEONATAL HEAD PORTABLE,2911
General_CCU Resident Transfer Note,1
General_PGY1 CCU Team Progress Note,1
Case Management _Initail Patient Assessment,2
Nursing_Progress Note,2
Radiology_LIMITED EXTREM VENOUS US,5
"Radiology_P MANDIBLE (PA, TOWNES & BOTH OBLS) PORT",10
Radiology_L US MSK ASPIRATE/INJ GANGLION CYST LEFT,1
Case Management _Discharge Note - Hospice,1
Radiology_DEFOGRAM,8
Physician _Physician Progress,1
Radiology_DIG SCREENING BILAT,437
General_Bronchcopscopy,1
"Physician _Consult-Cardiology, CVI",1
Physician _Attending Addendum to Resident Admit Note,1
Physician _progress note,1
Radiology_P BILAT UP EXT VEINS US PORT,61
Radiology_P US INTRA-OP 30 MINS PORT,12
"Radiology_US ABDOMINAL WALL, SOFT TISSUE",2
Radiology_NON-IONIC LESS THAN 100CC,9
Radiology_LP HUMERUS (AP & LAT) SOFT TISSUE LEFT PORT,3
Radiology_CT FISTULOGRAM S&I,7
Radiology_O PELVIS WITH JUDET VIEWS IN O.R.,3
Radiology_R US GUID NEEDLE PLACEMENT-BX/ASP/INJ/LOC RIGHT,2
"Radiology_OPR FOOT AP,LAT & OBL IN O.R. PORT RIGHT",1
Radiology_NG/OG TUBE PLACEMENT BY MD UNDER FLUORO,18
Physician _Crit care attending admit note,1
"Radiology_L 75894 TRANS THERAPY, EMBO S&I LEFT",1
Radiology_R US INTERMED JOINT ASP/INJECT RIGHT,1
Radiology_GALLIUM SCAN,55
Radiology_FISTUOGRAM/SINOGRAM W/DR. FISCHER,1
Physician _Physician Attending/Fellow Progress Note - MICU,2
Physician _SURGICAL INTENSIVIST NOTE,3
Physician _Resident Physician Progress Note,9
General_MICU attending admit note,1
Rehab Services_Swallow Follow Up,33
Physician _Cardiology fellow,2
Case Management _Dc Plan,1
Social Work_Social Work Progress Note,1542
Radiology_R ART DUP LOW EXT RIGHT,2
Physician _Physican Resident Admission Note,3
Physician _Fellow Progress Note,2
Radiology_CYBER-INS MARKER PANCREAS,1
Radiology_CHEST U.S.,170
Physician _EP Admission Note,5
Physician _ICU Critical Care Note,1
Radiology_L MR ELBOW W/O CONTRAST LEFT,3
Radiology_PL FOREARM (AP & LAT) PORT LEFT,1
Radiology_R CTA LOWER EXT W/&W/O C & RECONS RIGHT,9
Radiology_MR PELVIS W & W/O CONTRAST,20
Physician _Physician Resident Floor Transfer Note,1
"Radiology_MOD SEDATION, EACH ADDL 15 MIN.",207
Radiology_RETROPERITONEAL US,17
Radiology_IVC AND TRIBUTARIES US,9
Physician _Physician Resident/ attending Progress Note - MICU,1
Radiology_FLUORO NEEDLE PLACEMENT,1
Radiology_L US MSK KNEE(PATELLA TENDON) LEFT,4
Physician _critical care admit note,12
Radiology_REMOVE CVA OBSTRUCT S&I,3
Radiology_MR ABDOMEN W/ CONTRAST,2
"Radiology_US GUIDANCE, UNLISTED PROCEDURE NO RAD",1
Radiology_L WRIST(3 + VIEWS) LEFT,547
Radiology_P CHEST (BOTH OBLIQUES ONLY) PORT,15
Radiology_CYBER-INS MARKER MEDIASTINUM,2
Radiology_REMOVAL IMPLANT VEN PORT,35
Rehab Services_Swallowing Consult,14
Physician _RESIDENT ADMISSION NOTE,2
Radiology_ABDOMINAL FLUORO,41
Radiology_OPR KNEE( (SINGLE VIEW) IN O.R. PORT RIGHT,1
Radiology_-50 BILAT INJ CHOLANG EXIST PERC/TUBE,2
Radiology_R MR THIGH W&W/O CONTRAST RIGHT,11
Radiology_US MSK ELBOW,2
Radiology_R MAMMOGRAPHY SPECIMEN RIGHT,13
Nursing_progress note,2
Radiology_REPOSITION GASTRIC TUBE INTO DUODENUM,104
Case Management _Family Meeting Note,4
Radiology_PR VENOUS DUP EXT UNI (MAP/DVT) PORT RIGHT,12
Radiology_MR GYN PELVIS W&W/O CONTRAST,1
Case Management _Case Management - Initial Assessment,1
Radiology_L CT UP EXT W&W/O C LEFT,1
Radiology_L MR CALF W/O CONTRAST LEFT,14
Radiology_CONSULT OUTSIDE MAMMOGRAM,3
Radiology_LPO TIB/FIB (AP & LAT) LEFT PORT IN O.R.,1
General_meeting with attorney,1
Radiology_MRA BRAIN W/CONTRAST,3
Physician _MICU Resident Transfer Note,1
Physician _admission note,1
General_Cardiology Consult,7
Radiology_CYBER US GUID-NEEDL PLMT MAR,1
Radiology_R BREAST CYST ASPIRATION RIGHT,2
Radiology_US INTRA-OP NO RAD 60 MINS,1
General_Respiratory Care Shift Note,4
Physician _ICU Event Note- Death Note,1
Radiology_CT ABDOMEN AND PELVIS W/O CONTRAST W/ONC TABLES,1
Radiology_UD GUID FOR NEEDLE PLACMENT,201
Physician _ICU - Family Meeting,1
Physician _CCU fellow admit note,2
Physician _Critical Care Attending note,1
Physician _Central Line Revision,1
Case Management _Case Management Initial Assessment,29
Radiology_CT ABDOMEN W/CONTRAST,6674
General_PGY1 Procedure Note,1
Radiology_THYROID SCAN: TECHNETIUM,3
Radiology_B MR HIP W&W/O CONTRAST BILAT,8
Radiology_SHUNT SERIES FOR NEONATES,3
General_ICU Attending note,1
General_critical care PN,4
Radiology_ADRENAL UNILAT SEL A-GRAM,1
Radiology_CT GUIDANCE DRAINAGE,178
"Radiology_ANGIO, CAROTID.CEREBRAL UNILAT",1
Case Management _Case Management Discharge Planning - Update,2
Radiology_P TIB/FIB (AP & LAT) PORT,1
Physician _MICU Attending Addendum and  Event Note,1
Pharmacy_Hypertension Agitation Meds,1
Radiology_LP FEMORAL VASCULAR US LEFT PORT,19
Radiology_OO ABDOMEN (SUPINE ONLY) IN O.R. IN O.R.,24
Radiology_P T-TUBE CHOLANGIO (POST-OP) PORT,2
Radiology_RENAL U.S. (PORTABLE),190
Radiology_CYBER-INS MARKER LIVER,11
Radiology_MR HEAD W & W/O CONTRAST,6831
Radiology_FDG BRAIN,29
Physician _MICU Fellow Note,12
Physician _Weekend Intensivisit,1
Radiology_LO FOOT 2 VIEWS LEFT IN O.R.,1
Radiology_PR ART DUP EXT UP UNI LMTD PORT RIGHT,3
General_Cardiology Physician note,8
Radiology_L BX-NEEDLE KIDNEY BY RADIOLOGIST LEFT,1
Physician _CCU Fellow Admission Addendum,1
Physician _Attending/Physician Resident Progress Note - MICU,2
Radiology_MR KIDNEY W &W/O CONTRAST,2
"Radiology_OP SKULL (AP, TOWNES & LAT) TRAUMA IN O.R. PORT",3
Physician _Physician Resident/Attening Admission Note - MICU,1
Radiology_PO CHEST (SINGLE VIEW) PORT IN O.R.,1
Radiology_OLO FOREARM (AP & LAT) IN O.R. LEFT IN O.R.,1
"Radiology_LP SHOULDER (AP, NEUTRAL & AXILLARY) SOFT TISSUE LEFT PORT",4
Rehab Services_Swallow Consult,7
Radiology_CT BONE BX,3
Physician _Overnight Intensivist Admission,25
Radiology_EARLY OB US <14WEEKS,36
Radiology_P FACIAL BONE (WATERS & LAT) PORT,4
Physician _Critical care attending admit/addendum,1
General_EP Fellow Follow-Up,2
Physician _Physician Attending and fellow Progress Note - MIC,1
Physician _CCU Fellow Admit,3
Radiology_TEETH (PANOREX FOR DENTAL),162
"Radiology_PELVIS, EARLY OB US",6
Physician _Critical care,2
Radiology_PULMONARY EMBOECTOMY,1
Radiology_SINUS/JUGULAR VENOGRAPHY,2
Physician _Cardiology Admission Note/ Addendum,1
Pharmacy_Renal dosing,1
Radiology_LOC FOR PLEURAL ASP W/O RADIOLOGIST,1
Case Management _Dc Planning,10
Radiology_L MR THIGH W&W/O CONTRAST LEFT,22
"Radiology_C-SPINE NON-TRAUMA W/OBLS, FLEX &EXT 5 VIEWS",17
"Radiology_PO SKULL (AP, TOWNES & LAT) TRAUMA PORT IN O.R.",1
Radiology_P US SIMPLE/SING ABSC/CYST DRAIN/INCISION PORT,3
Physician _Resident Admission Note - CCU,6
Radiology_CT CHEST W/O CONTRAST W/ONC TABLES,7
Physician _Cardiology Fellow Note/ Addendum,5
Radiology_P CAROTID LMTD/ DPP PORT,23
Radiology_PR HAND (AP & LAT) SOFT TISSUE PORT RIGHT,1
Radiology_PELVIS W/JUDET VIEWS (3V),71
"Radiology_BP ELBOW (AP, LAT & OBLIQUE) BILAT PORT",3
General_Cardiology fellow,1
Radiology_P CHEST U.S. PORT,51
Rehab Services_Progress Note,11
Case Management _Assessment & Discharge Planning Note,4
General_ICU Event Note -- Family Meeting / CMO,1
General_ICU note,7
Radiology_OPR UPPER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. PORT RIGHT,2
Radiology_RVG,67
Physician _Physician ICU Admission Note,7
Radiology_GUID WIRES INFU/PERF,23
Radiology_MRA BRAIN W&W/O CONTRAST,33
Radiology_CT STEREOTAXIS NEURO W/O C,14
Physician _CVI note,9
Rehab Services_PMV Consult,1
Radiology_B BILAT LOWER EXT VEINS BILAT,6
Physician _Cardiology Initial Consult,2
Physician _Physician ICU  Admission Note,2
Physician _ICU Physician Note,7
Radiology_CYBER-INS MARKER LUNG/PLEURA,10
Radiology_L CLIP PLACMENT FOLLOWING BREAST BX LEFT,1
Physician _Cardiology fellow CCU admit note,48
Physician _central line placement attempt,1
Radiology_MR INCOMPLETE STUDY,12
Consult_Electrophysiology Consult Progress Note,4
Physician _Physician Resident/attending  Admission Note - MIC,1
Radiology_RP WRIST (AP & LAT) SOFT TISSUE RIGHT PORT,3
Nursing_Nursing Admit Note,1
General_Pre-Op Risk Stratification,2
Radiology_RO FOOT 2 VIEWS RIGHT IN O.R.,2
Case Management _Case Management Assessment and Dishcarge Planning,1
Radiology_PLEURAL ASP BY RADIOLOGIST,219
General_Attending Progress note,2
Rehab Services_Swallow Therapy,2
Physician _ICU Attending Daily Note,1
Radiology_RENAL ENDOSCOPY W/ URETERAL CATH,1
Rehab Services_Deferred Swallowing Evaluation,8
Radiology_CTC VIRTUAL COLONOGRAPHY W/ CONTRAST,3
"Radiology_LP FINGER(S),2+VIEWS LEFT PORT",7
Rehab Services_PMV Eval / Dispense,1
Radiology_LOP FOREARM (AP & LAT) LEFT IN O.R. PORT,1
Radiology_L US MAJOR JOINT ASP./INJ. LEFT,7
Physician _Attending Note,84
Physician _Weekend Physician,1
Radiology_BP EMERG. LOWER EXT VEINS BILAT PORT,1
General_Death  Note,1
Rehab Services_PMV Evaluation / Dispense,3
Radiology_BO FEMUR (AP & LAT) BILAT IN O.R.,5
Radiology_LP HUMERUS (AP & LAT) LEFT PORT,45
"Radiology_CT ABD/PEL W/OC, COLON TECHNIQUE",2
Radiology_RP WRIST(3 + VIEWS) RIGHT PORT,62
Radiology_L MR CALF W/CONTRAST LEFT,1
Physician _Physician Resident and Attending Progress Note - M,3
Nursing_NPN,2
Radiology_BILIARY STRICTURE DILATION WITH STENT,38
Physician _Physician Medical Student Progress Note - MICU,3
Radiology_MRHAND W/O&W/CONTRAST,1
Radiology_MR-ANGIO HEAD W/ CONTRAST,3
Physician _ICU Attending Note - Reintubation,1
Radiology_BABYGRAM LUMBAR&THORACIC AP/LAT,1
Radiology_LP US MAJOR JOINT ASP./INJ. LEFT PORT,1
Radiology_L MR LOWER EXT-JOINT W/O CONTRAST LEFT,1
Physician _Cardiology HVMA,3
Physician _Physician Attending/Resident Progress Note - MICU,22
Physician _Physician Resident Attending/Admission Note - MICU,1
Radiology_O C-SPINE NON-TRAUMA W/OBLS 3 VIEWS IN O.R.,1
Radiology_KAUFMAN MAMMO NEEDLE LOCALIZATION,2
Radiology_MR L-SPINE W & W/O CONTRAST,787
Radiology_CAROTID SERIES LMTD,2
Radiology_CT ALCOHOL LIVER ABLATION,1
General_Physical Therapy Contact Note,8
General_Post Cath Note,1
"Radiology_CHEST (PRE OP CARDIAC AP,PA&LAT)",28
Radiology_KUB FOR COLONIC TRANSIT,1
